"","id","phase","date","site","bait_take","species","prints_count","raven_visit_1_pa","raven_visit_1_time","raven_visit_2_pa","raven_visit_2_time","raven_visit_3_pa","raven_visit_3_time","fox_visit_1_pa","fox_visit_1_time","fox_visit_2_pa","fox_visit_2_time","fox_visit_3_pa","fox_visit_3_time","fox_visit_4_pa","fox_visit_4_time","fox_visit_5_pa","fox_visit_5_time","treatment","foxes","ravens","bait_notes","bait_yes","day_of_week","minimum_temperature_c","maximum_temperature_c","rainfall_mm","speed_of_maximum_wind_gust_km_h","fox_visit_pa","fox_visit_n","raven_visit_pa","raven_visit_n","study_day"
"586",725,"2",2024-02-06,"F03",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"587",726,"2",2024-02-06,"F04",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"588",727,"2",2024-02-06,"F09",1,"Raven",NA,1,-2209005240,0,NA,0,NA,1,0.942361111111111,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,"PE","Yes","Tuesday",18.2,26.7,30.6,31,1,1,1,1,23
"589",728,"2",2024-02-06,"F19",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"590",729,"2",2024-02-06,"F58",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"591",730,"2",2024-02-06,"F02",1,"Unknown",NA,0,NA,0,NA,0,NA,1,0.876388888888889,1,-2209046100,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes","Tuesday",18.2,26.7,30.6,31,1,2,0,0,23
"592",731,"2",2024-02-06,"F07",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"593",732,"2",2024-02-06,"F22",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"594",733,"2",2024-02-06,"F17",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"595",734,"2",2024-02-06,"F24",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"596",735,"2",2024-02-06,"F30",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"597",736,"2",2024-02-06,"F55",0,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"598",737,"2",2024-02-06,"F57",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"599",738,"2",2024-02-07,"?",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"600",739,"2",2024-02-07,"F05",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"601",740,"2",2024-02-07,"F23",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"602",741,"2",2024-02-07,"F29",1,"Fox",2,0,NA,0,NA,0,NA,1,0.781944444444444,1,-2208999780,1,-2208990360,1,-2209048080,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,1,4,0,0,24
"603",742,"2",2024-02-07,"F31",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"604",743,"2",2024-02-07,"F34",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"605",744,"2",2024-02-07,"F52",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"606",745,"2",2024-02-07,"F53",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.873611111111111,1,-2208993360,1,-2208991560,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,1,3,0,0,24
"607",746,"2",2024-02-07,"F04",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"608",747,"2",2024-02-07,"F11",0,"Not taken",0,1,-2209005000,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,1,1,24
"609",748,"2",2024-02-07,"F22",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"610",749,"2",2024-02-07,"F14",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"611",750,"2",2024-02-07,"F15",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"612",751,"2",2024-02-07,"F16",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"613",752,"2",2024-02-07,"F19",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"614",753,"2",2024-02-07,"F20",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"615",754,"2",2024-02-07,"F21",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"616",755,"2",2024-02-07,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"617",756,"2",2024-02-07,"F25",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"618",757,"2",2024-02-07,"F26",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"619",758,"2",2024-02-07,"F27",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"620",759,"2",2024-02-07,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"621",760,"2",2024-02-07,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"622",761,"2",2024-02-07,"F54",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"623",762,"2",2024-02-07,"F55",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"624",763,"2",2024-02-07,"F57",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"625",764,"2",2024-02-07,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"626",765,"2",2024-02-07,"F01",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"627",766,"2",2024-02-07,"F02",1,"Raven",2,0,NA,0,NA,0,NA,1,0.0444444444444444,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,"PE","Yes","Wednesday",9.2,23.6,0.2,39,1,1,0,0,24
"628",767,"2",2024-02-07,"F03",1,"Raven",NA,1,-2209050960,0,NA,0,NA,1,0.00208333333333333,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",9.2,23.6,0.2,39,1,1,1,1,24
"629",768,"2",2024-02-07,"F06",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"630",769,"2",2024-02-07,"F09",1,"Raven",2,0,NA,0,NA,0,NA,1,0.882638888888889,1,-2209060680,1,-2209057440,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",9.2,23.6,0.2,39,1,3,0,0,24
"631",770,"2",2024-02-07,"F10",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"632",771,"2",2024-02-07,"F13",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"633",772,"2",2024-02-07,"F17",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"634",773,"2",2024-02-07,"F12",1,"Raven",NA,1,-2209008540,1,-2209046580,0,NA,1,0.88125,1,-2209058460,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",9.2,23.6,0.2,39,1,2,1,2,24
"635",774,"2",2024-02-07,"F07",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"636",776,"2",2024-02-07,"F18",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"637",777,"2",2024-02-07,"F28",1,"Unknown",NA,0,NA,0,NA,0,NA,1,0.965277777777778,1,-2209063980,1,-2209062480,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,1,3,0,0,24
"638",778,"2",2024-02-07,"F30",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"639",779,"2",2024-02-07,"F32",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"640",780,"2",2024-02-07,"F35",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"641",781,"2",2024-02-07,"F56",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",9.2,23.6,0.2,39,0,0,0,0,24
"642",782,"2",2024-02-08,"?",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"643",783,"2",2024-02-08,"F02",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"644",784,"2",2024-02-08,"F05",1,"Fox",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"645",785,"2",2024-02-08,"F11",1,"Fox",1,0,NA,0,NA,0,NA,1,0.175694444444444,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Thursday",14.4,23.2,0,37,1,1,0,0,25
"646",786,"2",2024-02-08,"F23",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"647",787,"2",2024-02-08,"F53",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.971527777777778,1,-2209059000,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",14.4,23.2,0,37,1,2,0,0,25
"648",788,"2",2024-02-08,"F54",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,"PE","Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"649",789,"2",2024-02-08,"F10",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"650",790,"2",2024-02-08,"F22",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"651",791,"2",2024-02-08,"F13",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"652",792,"2",2024-02-08,"F14",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"653",793,"2",2024-02-08,"F15",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"654",794,"2",2024-02-08,"F16",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"655",795,"2",2024-02-08,"F17",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"656",796,"2",2024-02-08,"F18",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"657",797,"2",2024-02-08,"F20",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"658",798,"2",2024-02-08,"F21",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"659",799,"2",2024-02-08,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"660",800,"2",2024-02-08,"F25",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"661",801,"2",2024-02-08,"F26",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"662",802,"2",2024-02-08,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"663",803,"2",2024-02-08,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"664",804,"2",2024-02-08,"F57",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"665",805,"2",2024-02-08,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",14.4,23.2,0,37,0,0,0,0,25
"666",806,"2",2024-02-08,"F04",1,"Raven",NA,1,-2209026720,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,"PE","Yes","Thursday",14.4,23.2,0,37,0,0,1,1,25
"667",807,"2",2024-02-08,"F06",1,"Raven",0,1,-2209023060,1,-2209034640,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,1,2,25
"668",808,"2",2024-02-08,"F08",1,"Raven",NA,1,-2209038000,0,NA,0,NA,1,0.855555555555556,1,-2209057620,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Thursday",14.4,23.2,0,37,1,2,1,1,25
"669",809,"2",2024-02-08,"F09",1,"Raven",2,1,-2209014540,1,-2209048380,0,NA,1,0.925,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Thursday",14.4,23.2,0,37,1,1,1,2,25
"670",810,"2",2024-02-08,"F12",1,"Raven",0,1,-2209009860,0,NA,0,NA,1,0.894444444444444,1,-2209061700,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Thursday",14.4,23.2,0,37,1,2,1,1,25
"671",811,"2",2024-02-08,"F27",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"672",812,"2",2024-02-08,"F52",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"673",813,"2",2024-02-08,"F01",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"674",814,"2",2024-02-08,"F03",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"675",815,"2",2024-02-08,"F07",1,"Unknown",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"676",816,"2",2024-02-08,"F19",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"677",817,"2",2024-02-08,"F28",1,"Unknown",3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"678",818,"2",2024-02-08,"F29",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"679",819,"2",2024-02-08,"F30",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"680",821,"2",2024-02-08,"F32",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"681",822,"2",2024-02-08,"F34",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"682",823,"2",2024-02-08,"F35",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"683",824,"2",2024-02-08,"F55",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"684",825,"2",2024-02-08,"F56",1,"Unknown",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",14.4,23.2,0,37,0,0,0,0,25
"685",869,"3",2024-02-12,"F11",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.195833333333333,1,-2209053180,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,1,2,0,0,29
"686",870,"3",2024-02-12,"F12",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"687",871,"3",2024-02-12,"F28",1,"Fox",2,0,NA,0,NA,0,NA,1,0.88125,1,-2208995520,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,1,2,0,0,29
"688",872,"3",2024-02-12,"F29",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"689",873,"3",2024-02-12,"F34",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"690",874,"3",2024-02-12,"F35",1,"Fox",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"691",875,"3",2024-02-12,"F52",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.910416666666667,1,-2208990120,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,1,2,0,0,29
"692",876,"3",2024-02-12,"F53",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"693",877,"3",2024-02-12,"F56",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"694",878,"3",2024-02-12,"F05",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"695",879,"3",2024-02-12,"F13",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"696",880,"3",2024-02-12,"F14",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"697",881,"3",2024-02-12,"F17",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"698",882,"3",2024-02-12,"F18",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"699",883,"3",2024-02-12,"F19",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"700",884,"3",2024-02-12,"F20",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"701",885,"3",2024-02-12,"F23",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"702",886,"3",2024-02-12,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
